0.000000	1.360168
0.001000	-2.342529
0.002000	-5.772705
0.003000	-8.325500
0.004000	-9.744568
0.005000	-9.785156
0.006000	-8.421936
0.007000	-5.910645
0.008000	-2.523804
0.009000	1.166382
0.010000	4.716492
0.011000	7.641602
0.012000	9.452820
0.013000	9.956970
0.014000	9.078979
0.015000	6.877747
0.016000	3.779297
0.017000	0.114746
0.018000	-3.568726
0.019000	-6.708069
0.020000	-8.970947
0.021000	-9.923401
0.022000	-9.476013
0.023000	-7.719727
0.024000	-4.835815
0.025000	-1.329346
0.026000	2.371826
0.027000	5.802002
0.028000	8.359680
0.029000	9.785767
0.030000	9.824524
0.031000	8.456726
0.032000	5.939331
0.033000	2.551880
0.034000	-1.131287
0.035000	-4.676514
0.036000	-7.600708
0.037000	-9.416809
0.038000	-9.925537
0.039000	-9.049683
0.040000	-6.843872
0.041000	-3.743591
0.042000	-0.063477
0.043000	3.604736
0.044000	6.739197
0.045000	9.001160
0.046000	9.956360
0.047000	9.510498
0.048000	7.756958
0.049000	4.870911
