0.000000	3.660889
0.008547	-4.347839
0.017094	5.087585
0.025641	-5.713806
0.034188	6.390991
0.042735	-6.939697
0.051282	7.524719
0.059829	-7.976074
0.068376	8.495789
0.076923	-8.849182
0.085470	9.218140
0.094017	-9.455261
0.102564	9.707031
0.111111	-9.824219
0.119658	9.958191
0.128205	-9.943237
0.136752	9.943237
0.145299	-9.786987
0.153846	9.665833
0.162393	-9.395752
0.170940	9.142456
0.179487	-8.776855
0.188034	8.399658
0.196581	-7.875977
0.205128	7.406616
0.213675	-6.806335
0.222222	6.237488
0.230769	-5.556030
0.239316	4.927368
0.247863	-4.192505
0.256410	3.474426
0.264957	-2.632446
0.273504	1.907654
0.282051	-1.075134
0.290598	0.332031
0.299145	0.503845
0.307692	-1.266174
0.316239	2.084045
0.324786	-2.864075
0.333333	3.662415
0.341880	-4.346313
0.350427	5.085449
0.358974	-5.715942
0.367521	6.392212
0.376068	-6.940002
0.384615	7.519836
0.393162	-8.013916
0.401709	8.497620
0.410256	-8.850403
0.418803	9.216614
0.427350	-9.455261
0.435897	9.707336
0.444444	-9.826050
0.452991	9.957886
0.461538	-9.941406
0.470085	9.940796
0.478632	-9.789429
0.487179	9.668884
0.495726	-9.395142
0.504273	9.141235
0.512820	-8.773804
0.521367	8.362427
0.529914	-7.874451
0.538461	7.404480
0.547008	-6.805725
0.555555	6.237488
0.564102	-5.558167
0.572649	4.927979
0.581196	-4.193115
0.589743	3.431396
0.598290	-2.633667
0.606837	1.907959
0.615384	-1.071777
0.623931	0.328979
0.632478	0.501404
0.641025	-1.267395
0.649572	2.136230
0.658119	-2.867432
0.666666	3.663940
0.675213	-4.346008
0.683760	5.083923
0.692307	-5.714111
0.700854	6.392212
0.709401	-6.939087
0.717948	7.559509
0.726495	-8.014221
0.735042	8.499451
0.743589	-8.851929
0.752136	9.217224
0.760683	-9.455261
0.769230	9.706726
0.777777	-9.827881
0.786324	9.959412
0.794871	-9.940491
0.803418	9.939575
0.811965	-9.788208
0.820512	9.668274
0.829059	-9.394226
0.837606	9.140015
0.846153	-8.738708
0.854700	8.363647
0.863247	-7.875977
0.871794	7.403564
0.880341	-6.804199
0.888888	6.236267
0.897435	-5.559082
0.905982	4.929504
0.914529	-4.131775
0.923076	3.430786
0.931623	-2.635803
0.940170	1.908875
0.948717	-1.071167
0.957264	0.327759
0.965811	0.502930
0.974358	-1.299744
0.982905	2.142029
0.991452	-2.867432
0.999999	3.663330
1.008546	-4.345398
1.017093	5.083313
1.025640	-5.713196
1.034187	6.394958
1.042734	-6.977539
1.051281	7.558594
1.059828	-8.013916
1.068375	8.500671
1.076922	-8.853149
1.085469	9.216309
1.094016	-9.454346
1.102563	9.706421
1.111110	-9.826660
1.119657	9.960022
1.128204	-9.938354
1.136751	9.938049
1.145298	-9.788818
1.153845	9.669800
1.162392	-9.398193
1.170939	9.123840
1.179486	-8.735352
1.188033	8.363953
1.196580	-7.877502
1.205127	7.405701
1.213674	-6.802673
1.222221	6.235352
1.230768	-5.559998
1.239315	4.872437
1.247862	-4.131470
1.256409	3.428040
1.264956	-2.634888
1.273503	1.912231
1.282050	-1.073303
1.290597	0.326233
1.299144	0.516357
1.307691	-1.324158
1.316238	2.141113
1.324785	-2.867432
1.333332	3.665771
1.341879	-4.347534
1.350426	5.082703
1.358973	-5.712280
1.367520	6.429749
1.376067	-6.983337
1.384614	7.557068
1.393161	-8.009033
1.401708	8.497620
1.410255	-8.852539
1.418802	9.217224
1.427349	-9.451904
1.435896	9.725037
1.444443	-9.826660
1.452990	9.961853
1.461537	-9.941101
1.470084	9.938354
1.478631	-9.786377
1.487178	9.670410
1.495725	-9.386902
1.504272	9.118652
1.512819	-8.733826
1.521366	8.363037
1.529913	-7.878113
1.538460	7.403259
1.547007	-6.803284
1.555554	6.235657
1.564101	-5.521851
1.572648	4.870300
1.581195	-4.132690
1.589742	3.429260
1.598289	-2.635803
1.606836	1.910706
1.615383	-1.072998
1.623930	0.325928
1.632477	0.563049
1.641024	-1.323853
1.649571	2.142334
1.658118	-2.869873
1.666665	3.665771
1.675212	-4.347534
1.683759	5.083923
1.692306	-5.758057
1.700853	6.430969
